1.000000	4.000000	0.00263093954065271411
4.000000	7.000000	0.00010737875860150766
7.000000	10.000000	0.00003469513247743316
10.000000	13.000000	0.00001720925919447651
13.000000	16.000000	0.00001141425467915377
1.000000	3.000000	0.00250819762126194617
3.000000	5.000000	0.00017508838113001392
5.000000	7.000000	0.00005097331442100276
7.000000	9.000000	0.00002770417282088569
9.000000	11.000000	0.00001472146092497294
11.000000	13.000000	0.00000944092311577907
13.000000	15.000000	0.00000910107714263243
15.000000	17.000000	0.00000428470352934666
1.000000	2.000000	0.00216141484001229709
2.000000	3.000000	0.00034353860129304682
3.000000	4.000000	0.00011868214764507035
4.000000	5.000000	0.00005629409534834504
5.000000	6.000000	0.00003226548878003591
6.000000	7.000000	0.00001868323570147459
7.000000	8.000000	0.00001644939100007607
8.000000	9.000000	0.00001124529135003358
9.000000	10.000000	0.00000696579736901143
10.000000	11.000000	0.00000775711725281796
11.000000	12.000000	0.00000536327110672810
12.000000	13.000000	0.00000407526836374148
13.000000	14.000000	0.00000522791185795803
14.000000	15.000000	0.00000387063470360914
15.000000	16.000000	0.00000230478769482341
21.575000	28.392000	0.00000930429649480596
14.383000	18.928000	0.00000942305182111307
10.788000	14.196000	0.00001837829090172722
8.630000	11.357000	0.00002208681797437734
7.192000	9.464000	0.00002614642570662071
6.165000	8.112000	0.00003308506034070675
5.394000	7.098000	0.00004048556797063425
4.795000	6.310000	0.00004769962522628606
4.315000	5.679000	0.00005602051862204520
3.923000	5.163000	0.00006806345517221627
3.596000	4.732000	0.00008216396103010275
3.320000	4.368000	0.00009767352951085053
3.083000	4.056000	0.00010833226166696530
2.877000	3.786000	0.00012040283203369783
2.697000	3.549000	0.00013767626705900925
2.539000	3.341000	0.00015731500603943929
2.398000	3.155000	0.00018323789421049563
2.271000	2.989000	0.00019953337428402741
2.158000	2.840000	0.00021438778528180127
2.055000	2.704000	0.00024194667599144613
1.962000	2.582000	0.00027260517397821566
1.877000	2.469000	0.00028973597798091734
1.798000	2.366000	0.00033623959439695787
1.726000	2.272000	0.00034487411806080186
1.660000	2.184000	0.00039487080407670693
1.599000	2.104000	0.00045341902486246158
1.542000	2.028000	0.00048548468240735957
1.488000	1.959000	0.00051103324489317717
1.439000	1.893000	0.00054882767470709336
1.392000	1.832000	0.00060790093140591461
1.349000	1.775000	0.00065702351165966468
1.308000	1.721000	0.00067065101965188166
1.270000	1.671000	0.00073823130622916139
1.233000	1.623000	0.00074831993629250338
1.199000	1.578000	0.00087980181720238816
1.167000	1.535000	0.00089826478013713194
1.136000	1.495000	0.00091274215260378684
1.107000	1.456000	0.00096910690942772081
1.079000	1.420000	0.00097745196632103475
1.053000	1.385000	0.00104229230396608971
1.028000	1.352000	0.00110645405978240948
1.004000	1.321000	0.00111641743519963520
